Year,Gender,State,Name,Count
2002,M,VT,Ethan,71
1926,M,MS,James,1854
1951,F,SC,Mary,1458
1926,M,MT,Robert,307
1951,F,SD,Linda,356
1926,M,NH,Robert,279
1999,M,CA,Daniel,4350
1933,M,DC,Robert,316
1926,M,NJ,John,2364
1933,M,DE,William,119
1969,F,DE,Kimberly,128
1919,M,OH,Robert,3167
1951,F,RI,Linda,385
1919,M,OK,James,880
2002,M,WA,Ethan,562
1926,M,NM,Joe,165
1916,F,DE,Mary,114
1916,F,DC,Mary,200
1969,F,DC,Lisa,281
1999,M,CO,Jacob,568
1926,M,ND,Robert,335
1926,M,NC,James,2899
2002,M,WI,Jacob,604
1913,M,GA,James,1248
1926,M,NE,Robert,881
1919,M,OR,Robert,402
1919,M,MS,James,1590
1919,M,MT,John,327
1933,M,CT,Robert,835
1916,F,CT,Mary,1078
2002,M,UT,Jacob,400
1916,F,CO,Mary,457
1919,M,ND,John,304
1933,M,CA,Robert,2136
1999,M,DC,Michael,119
1919,M,NC,James,2703
1926,M,MI,Robert,3223
1919,M,NE,Robert,506
1919,M,NH,Robert,182
2002,M,VA,Jacob,765
1919,M,NJ,John,2279
1999,M,DE,Michael,114
1926,M,MA,John,2630
1919,M,NM,Jose,168
1916,F,CA,Mary,1091
1926,M,ME,Robert,401
1933,M,CO,Robert,461
1926,M,MD,William,999
1951,F,TX,Mary,3992
1913,M,DC,James,111
1926,M,KY,James,2182
1913,M,DE,John,74
1971,F,WA,Jennifer,1025
1926,M,KS,Robert,1026
1971,F,VT,Jennifer,155
1989,F,AR,Ashley,473
1999,M,IL,Michael,1765
1951,F,TN,Linda,1828
1989,F,AK,Jessica,112
1999,M,IN,Jacob,1136
1989,F,AL,Ashley,895
1926,M,LA,James,951
1916,F,AZ,Mary,191
2002,M,OK,Jacob,436
2002,M,OH,Jacob,1586
1916,F,AR,Mary,904
1913,M,CO,John,191
1951,F,VA,Linda,1822
2002,M,OR,Jacob,339
1919,M,PA,John,6791
1971,F,WY,Jennifer,78
1916,F,AL,Mary,1722
1916,F,AK,Mary,18
1971,F,WV,Melissa,454
1913,M,CT,John,508
1951,F,UT,Linda,307
1971,F,WI,Jennifer,1607
2002,M,PA,Michael,1352
2002,M,RI,Nicholas,138
1971,F,TX,Jennifer,2503
1951,F,WA,Linda,1103
1919,M,SC,James,1870
1926,M,IL,Robert,4496
1926,M,IN,Robert,2307
1919,M,SD,Robert,276
1971,F,TN,Angela,994
2002,M,SC,William,533
1913,M,CA,John,614
1951,F,VT,Linda,194
2002,M,SD,Jacob,102
1951,F,WY,Linda,147
1969,F,AR,Lisa,355
1971,F,VA,Jennifer,1155
1913,M,AL,James,1010
1999,M,IA,Jacob,480
1926,M,HI,George,127
1969,F,AK,Michelle,89
1999,M,ID,Jacob,182
1913,M,AK,John,19
1969,F,AL,Kimberly,657
1951,F,WI,Mary,2247
1926,M,ID,Robert,255
1919,M,RI,John,345
1971,F,UT,Jennifer,548
1913,M,AR,James,526
1999,M,HI,Joshua,126
1951,F,WV,Linda,1223
1913,M,AZ,John,64
1926,M,IA,Robert,1577
1916,F,OH,Mary,3736
2014,F,OK,Emma,249
1939,M,NY,Robert,6114
2014,F,OH,Emma,819
2012,M,IL,Jacob,764
1939,M,NV,John,46
1973,F,DE,Jennifer,182
1973,F,DC,Jennifer,261
2012,M,IA,Liam,200
2012,M,ID,Liam,130
1916,F,NY,Mary,5496
1957,M,WV,James,1065
1941,F,KY,Mary,1697
1916,F,NV,Mary,40
1957,M,WY,Michael,166
1939,M,OK,James,1126
2012,M,IN,Liam,497
1916,F,NM,Mary,250
1939,M,OH,Robert,3459
2014,F,OR,Emma,256
1948,F,GA,Mary,2285
1916,F,NJ,Mary,1882
1941,F,KS,Mary,642
1916,F,NH,Mary,157
1982,M,SD,Matthew,194
1948,F,IA,Linda,2145
2014,F,NJ,Sophia,540
1982,M,SC,Christopher,853
1916,F,NE,Helen,441
1916,F,ND,Mary,271
2014,F,NH,Olivia,85
1916,F,NC,Mary,2056
2014,F,NE,Olivia,138
2014,F,ND,Harper,69
1989,M,OR,Michael,608
1939,M,MT,Robert,265
2014,F,NC,Ava,599
1939,M,MS,James,1760
1939,M,NM,Joe,213
1916,F,MT,Mary,257
2014,F,NY,Sophia,1273
1916,F,MS,Mary,1263
1939,M,NJ,Robert,2197
2014,F,NV,Emma,194
1916,F,MO,Mary,1735
1916,F,MN,Helen,817
1939,M,NE,Robert,526
1939,M,NH,Robert,311
1948,F,HI,Linda,204
1982,M,RI,Michael,362
1916,F,MI,Mary,1587
1939,M,ND,James,250
1989,M,PA,Michael,3505
1939,M,NC,James,3042
2014,F,NM,Mia,120
1989,M,NY,Michael,6083
1973,F,AZ,Jennifer,601
1916,F,ME,Mary,261
2014,F,MI,Olivia,637
1916,F,MD,Mary,961
1941,F,MI,Mary,2289
1941,F,MN,Mary,1148
1941,F,MO,Mary,1743
1916,F,MA,Mary,2754
2014,F,ME,Emma,82
2014,F,MD,Olivia,347
1989,M,NV,Michael,318
2014,F,MA,Emma,448
1941,F,MA,Mary,1439
1989,M,NM,Michael,380
1941,F,MD,Mary,988
1941,F,ME,Judith,233
1957,M,VT,David,228
1957,M,UT,David,569
1939,M,MO,James,1565
2012,M,KY,William,352
1939,M,MN,Robert,1257
1989,M,OK,Joshua,646
1939,M,MI,Robert,2866
1948,F,IL,Linda,5169
1989,M,OH,Michael,2895
1948,F,IN,Linda,2761
2014,F,MT,Emma,56
1939,M,ME,Richard,416
2014,F,MS,Ava,176
1939,M,MD,Robert,838
1941,F,MS,Mary,1628
1939,M,MA,Robert,2600
2014,F,MO,Emma,433
1957,M,VA,James,2111
1948,F,ID,Linda,429
2012,M,KS,Mason,202
2014,F,MN,Olivia,362
1941,F,MT,Sharon,206
1984,F,WI,Jennifer,1100
1957,M,WI,Michael,2398
1989,M,MT,Michael,157
1916,F,LA,Mary,881
1989,M,MS,Christopher,590
1939,M,KY,James,2107
1939,M,KS,Larry,642
1941,F,LA,Mary,1555
2012,M,LA,Mason,312
2014,F,LA,Emma,253
1989,M,MO,Michael,1233
1973,F,CA,Jennifer,5648
1916,F,KY,Mary,1834
1984,F,WV,Jessica,479
1989,M,MN,Michael,1090
1989,M,NH,Michael,323
1984,F,WY,Jennifer,128
1916,F,KS,Mary,757
1989,M,NJ,Michael,2983
1989,M,NE,Michael,357
1989,M,ND,Matthew,164
1973,F,CT,Jennifer,960
1989,M,NC,Christopher,1821
1957,M,WA,Michael,1526
1973,F,CO,Jennifer,738
1939,M,LA,James,1150
1941,F,OK,Mary,1056
1948,F,LA,Linda,1597
1948,F,KY,Linda,2270
1973,F,HI,Jennifer,233
1989,M,TX,Christopher,4060
1941,F,OH,Mary,2722
1984,F,VT,Jennifer,124
2014,F,KY,Emma,316
1982,M,WY,Michael,161
1948,F,KS,Linda,1367
1982,M,WV,Joshua,577
1941,F,PA,Mary,4085
2014,F,KS,Olivia,212
1984,F,WA,Jennifer,876
1941,F,OR,Sharon,284
1973,F,IA,Jennifer,1045
1982,M,WI,Michael,1429
1948,F,MD,Linda,1419
1948,F,ME,Linda,679
1941,F,NJ,Barbara,1596
1948,F,MA,Linda,2413
1941,F,NM,Mary,505
1941,F,NC,Mary,2250
1982,M,WA,Michael,1135
1941,F,ND,Mary,222
1984,F,UT,Jennifer,451
1939,M,IL,Robert,3677
1941,F,NH,Patricia,154
1941,F,NE,Mary,421
1973,F,ID,Jennifer,306
1939,M,IN,James,1643
1989,M,TN,Joshua,1205
1941,F,NY,Barbara,4238
1916,F,IN,Mary,2223
1973,F,IN,Jennifer,2016
1916,F,IL,Mary,3287
1973,F,IL,Jennifer,3503
1984,F,VA,Jessica,1181
2012,M,FL,Jayden,1152
1982,M,VT,Christopher,159
1916,F,ID,Mary,171
1941,F,NV,Linda,28
1948,F,ND,Linda,460
1948,F,NE,Linda,1008
1916,F,IA,Mary,982
2014,F,ID,Emma,117
2014,F,IA,Emma,194
1948,F,NC,Linda,2883
1984,F,TN,Ashley,1097
2012,M,GA,William,777
1982,M,VA,Christopher,1646
1948,F,MS,Mary,1714
1948,F,MT,Linda,472
1973,F,FL,Jennifer,1909
1984,F,TX,Jennifer,4027
1982,M,UT,Michael,617
1948,F,MO,Linda,2763
1939,M,ID,Robert,244
1939,M,IA,Robert,1115
1916,F,HI,Mary,86
2014,F,IN,Emma,445
2014,F,IL,Olivia,901
1948,F,MN,Linda,2144
1948,F,MI,Linda,4393
1989,M,SD,Michael,134
1989,M,SC,Christopher,847
1948,F,OH,Linda,5353
2012,M,HI,Ethan,85
1948,F,NY,Linda,6943
1973,F,GA,Jennifer,1383
1948,F,NV,Linda,110
1939,M,HI,Robert,162
1989,M,RI,Michael,328
1982,M,TX,Christopher,4915
1982,M,TN,Christopher,1294
1948,F,NM,Mary,547
1948,F,NH,Linda,377
2014,F,HI,Emma,71
1948,F,NJ,Linda,2363
1941,F,CA,Mary,1951
1984,F,RI,Jennifer,225
1959,F,VA,Mary,1079
2003,F,AL,Madison,408
1916,F,WI,Dorothy,903
2014,F,WI,Olivia,369
1939,M,FL,James,1057
2003,F,AK,Hannah,56
1916,F,WA,Mary,364
1959,F,UT,Julie,295
1941,F,CO,Mary,474
2012,M,AR,William,217
1941,F,CT,Patricia,621
1939,M,GA,James,2255
1916,F,VT,Mary,144
2014,F,WY,Olivia,40
2012,M,AL,William,437
1984,F,SD,Jessica,166
2012,M,AK,James,52
1984,F,SC,Ashley,776
2014,F,WV,Sophia,119
2014,F,VT,Emma,40
1989,M,WY,Michael,102
1941,F,AZ,Mary,349
2012,M,AZ,Jacob,393
1989,M,WV,Joshua,444
1916,F,VA,Mary,1652
2014,F,WA,Olivia,453
2003,F,AR,Madison,272
1959,F,TN,Mary,973
1916,F,UT,Mary,172
1959,F,TX,Mary,3078
2003,F,AZ,Emily,432
1989,M,WA,Michael,1030
1948,F,AZ,Linda,482
2012,M,CA,Jacob,2971
1952,F,WV,Linda,986
1952,F,WY,Linda,133
1948,F,AR,Linda,1424
1948,F,AK,Mary,71
1948,F,AL,Mary,2074
1989,M,VT,Michael,137
2012,M,CO,Liam,354
1959,F,WV,Mary,492
2014,F,VA,Emma,538
2012,M,CT,Mason,230
1916,F,TX,Mary,2328
1989,M,WI,Michael,1149
2014,F,UT,Olivia,313
1959,F,WY,Susan,85
1916,F,TN,Mary,1723
1989,M,VA,Michael,1532
2012,M,DC,William,94
1939,M,CT,Robert,877
1939,M,CO,Robert,555
1941,F,DE,Mary,111
2012,M,DE,Michael,60
2014,F,TN,Emma,489
1941,F,DC,Mary,400
1984,F,OH,Ashley,2265
1959,F,WA,Mary,683
1984,F,OK,Jennifer,798
1989,M,UT,Michael,481
1959,F,WI,Mary,1775
1984,F,OR,Jennifer,563
1939,M,DC,John,420
1939,M,DE,John,148
1959,F,VT,Susan,131
2014,F,TX,Emma,2177
1984,F,PA,Jennifer,2229
1984,F,NC,Ashley,1263
1984,F,NE,Ashley,387
1984,F,ND,Ashley,188
1984,F,NH,Jennifer,258
1916,F,SD,Helen,212
1952,F,UT,Susan,326
1959,F,RI,Donna,357
1916,F,SC,Mary,1243
1948,F,CT,Linda,1095
1984,F,NJ,Jennifer,1601
1984,F,NM,Jessica,307
1941,F,GA,Mary,2175
2014,F,SD,Harper,60
1948,F,CO,Linda,1036
2014,F,SC,Emma,293
1939,M,CA,Robert,2850
1984,F,NV,Jennifer,208
1948,F,CA,Linda,6606
1984,F,NY,Jennifer,3821
1952,F,VA,Linda,1661
1939,M,AR,James,1400
2003,F,FL,Emily,1302
1984,F,MA,Jennifer,1317
1916,F,RI,Mary,414
1984,F,MD,Jennifer,860
1939,M,AL,James,2282
1984,F,ME,Jessica,290
2014,F,RI,Olivia,87
1939,M,AK,John,35
1984,F,MI,Jennifer,1982
1984,F,MN,Jennifer,1051
1952,F,VT,Linda,182
1984,F,MO,Ashley,1115
1952,F,WA,Linda,1021
1984,F,MT,Jessica,168
1984,F,MS,Ashley,504
1973,F,AR,Jennifer,546
1948,F,DC,Linda,562
1941,F,FL,Mary,907
1952,F,WI,Mary,2246
1939,M,AZ,Robert,214
1948,F,DE,Linda,164
1973,F,AK,Jennifer,128
1973,F,AL,Jennifer,882
1941,F,ID,Sharon,171
1984,F,LA,Ashley,1343
2003,F,CO,Emily,378
1941,F,IA,Mary,1091
1941,F,IN,Mary,1360
1941,F,IL,Mary,2797
2003,F,CA,Emily,3415
1959,F,SD,Mary,225
1959,F,SC,Mary,877
1952,F,TN,Linda,1589
2003,F,DC,Katherine,51
1941,F,HI,Patricia,138
2003,F,DE,Emily,87
1916,F,PA,Mary,7730
2014,F,PA,Emma,877
1948,F,FL,Linda,1566
1952,F,TX,Mary,4153
2003,F,CT,Emma,334
1984,F,KS,Ashley,554
1916,F,OR,Helen,211
1984,F,KY,Ashley,934
1916,F,OK,Mary,815
2003,F,IL,Emily,1103
1971,M,NE,Michael,530
2003,F,IN,Emma,670
1971,M,NH,Michael,287
2001,M,CA,Daniel,4164
1971,M,NJ,Michael,2861
1928,M,IA,Robert,1406
1971,M,NM,Michael,389
1928,M,ID,Robert,200
1973,F,TN,Jennifer,1105
1971,M,NV,Michael,204
2001,M,CT,Michael,489
1927,F,TX,Mary,3607
1971,M,NY,Michael,6843
1973,F,TX,Jennifer,3143
2001,M,CO,Jacob,527
2003,F,ID,Emma,149
1921,M,MA,John,2783
1921,M,MD,William,1062
1921,M,ME,Robert,289
2003,F,IA,Emma,384
1971,M,MD,Michael,1330
1971,M,ME,Michael,401
1978,M,KY,James,1184
1950,M,LA,James,1538
1920,F,WV,Mary,1379
1978,M,LA,Michael,1141
1971,M,MI,Michael,3600
1920,F,WY,Mary,112
1984,F,IA,Ashley,708
1984,F,ID,Jennifer,262
1950,M,KY,James,2247
1957,M,IA,David,1468
1971,M,MN,Michael,1347
1927,F,VA,Mary,1789
2001,M,AZ,Jacob,655
1971,M,MO,Michael,1814
1973,F,UT,Jennifer,590
1957,M,ID,Michael,295
1921,M,KS,Robert,787
1950,M,KS,Robert,921
1971,M,MS,James,967
1984,F,IL,Jennifer,2465
1928,M,IN,Robert,2213
1971,M,MT,Michael,226
1957,M,HI,Michael,325
1928,M,IL,Robert,4459
1984,F,IN,Ashley,1300
1921,M,KY,James,2160
1978,M,KS,Jason,617
1921,M,LA,James,859
1930,F,FL,Mary,801
1971,M,NC,Michael,1942
1927,F,UT,Mary,200
1971,M,ND,Jason,233
1973,F,VA,Jennifer,1341
1973,F,RI,Jennifer,326
1928,M,GA,James,2280
1930,F,GA,Mary,2171
1978,M,IA,Jason,814
1927,F,WI,Mary,1120
1984,F,HI,Jennifer,200
1978,M,ID,Michael,294
1928,M,FL,James,958
1978,M,HI,Jason,204
2001,M,AR,Jacob,327
1927,F,WA,Betty,484
1950,M,HI,Michael,219
2001,M,AK,Michael,67
1973,F,SC,Jennifer,654
2001,M,AL,William,618
1973,F,SD,Jennifer,248
1927,F,VT,Mary,114
1971,M,MA,Michael,2533
2003,F,GA,Emily,751
1930,F,HI,Mary,122
2003,F,HI,Emma,59
1921,M,IL,Robert,3758
1984,F,GA,Jessica,1258
1921,M,IN,Robert,2255
1957,M,GA,James,2456
1928,M,HI,George,231
1971,M,KS,Michael,733
1950,M,IN,Michael,2348
1950,M,IL,James,4993
1978,M,IN,Jason,1604
1957,M,FL,James,2207
1978,M,IL,Michael,3630
1971,M,KY,James,1479
1950,M,ID,Robert,290
1927,F,WY,Mary,124
1950,M,IA,David,1411
1971,M,LA,Michael,1183
1927,F,WV,Mary,1467
1928,M,MA,Robert,2613
2003,F,MS,Madison,303
1957,M,LA,Michael,1606
1928,M,MD,John,875
2003,F,MN,Emma,617
1928,M,ME,Robert,402
2003,F,MO,Emma,635
1928,M,MI,Robert,3211
1928,M,MN,Robert,1282
2003,F,MT,Emma,83
1928,M,MO,Robert,1804
1950,M,NY,Robert,8622
1978,M,GA,Michael,1480
1950,M,NV,John,101
1920,F,TN,Mary,2076
1930,F,AR,Mary,1322
2003,F,MA,Emily,655
1984,F,FL,Jennifer,2171
1930,F,AL,Mary,2397
1930,F,AK,Mary,35
1920,F,TX,Mary,3192
1957,M,KS,Michael,1092
2003,F,MI,Emma,895
1950,M,NM,Robert,395
1978,M,FL,Michael,2248
1950,M,NJ,Robert,3161
2003,F,MD,Emily,428
1950,M,NH,Robert,315
2003,F,ME,Emma,146
1957,M,KY,James,1886
1928,M,NC,James,2969
1921,M,OK,James,1230
1971,M,IA,Michael,919
1928,M,ND,Robert,302
1971,M,ID,Michael,247
2003,F,NM,Alexis,118
1957,M,MA,John,3533
1928,M,NH,Robert,290
1928,M,NE,Robert,838
1927,F,RI,Mary,338
1921,M,OR,Robert,496
1950,M,PA,John,6858
1957,M,MD,Michael,1789
2003,F,NY,Emily,1629
1930,F,AZ,Mary,286
1957,M,ME,Michael,532
1928,M,NJ,John,2147
1971,M,IL,Michael,4370
1957,M,MI,Michael,4924
2003,F,NV,Emily,186
1971,M,IN,Michael,2195
1928,M,NM,Jose,199
1928,M,MS,James,1694
2003,F,NC,Madison,696
2003,F,ND,Emma,93
1950,M,OR,Robert,814
1921,M,PA,John,7197
1928,M,MT,Robert,279
2003,F,NJ,Emily,818
1950,M,OK,James,1101
2003,F,NE,Emma,207
2003,F,NH,Emma,152
1950,M,OH,James,4812
1921,M,NJ,John,2416
1950,M,MD,John,1287
1950,M,MA,Robert,3212
1920,F,VT,Mary,132
1921,M,NM,Jose,197
1930,F,CA,Mary,1851
1971,M,HI,Michael,236
1973,F,VT,Jennifer,141
2003,F,KY,Emily,473
1984,F,DC,Jessica,148
1921,M,NV,John,43
1927,F,SD,Mary,238
2003,F,KS,Emma,280
1984,F,DE,Jennifer,148
1921,M,NY,John,6038
1927,F,SC,Mary,1638
1930,F,CT,Mary,625
1978,M,DE,Michael,203
1941,F,AL,Mary,2099
1978,M,DC,Michael,352
1941,F,AR,Mary,1223
1957,M,IL,Michael,6220
1930,F,CO,Mary,515
1957,M,IN,Michael,2567
1920,F,WI,Dorothy,1119
1941,F,AK,Mary,41
1921,M,OH,Robert,4248
1920,F,WA,Mary,544
1973,F,WA,Jennifer,1033
1928,M,LA,James,900
1921,M,MI,Robert,2430
1950,M,ND,David,296
1930,F,DE,Mary,105
1950,M,NE,Robert,770
1930,F,DC,Mary,293
1971,M,GA,Michael,1823
1950,M,NC,James,3319
1920,F,UT,Mary,222
1921,M,MN,Robert,1380
1927,F,TN,Mary,2329
1921,M,MO,William,1544
1973,F,WI,Jennifer,1648
1921,M,MS,James,1539
1921,M,MT,Robert,305
1973,F,WV,Jennifer,426
1984,F,CA,Jennifer,5518
1950,M,MS,James,1981
1950,M,MT,Robert,363
2003,F,LA,Madison,455
1950,M,MO,James,2193
1973,F,WY,Jennifer,118
1928,M,KS,Robert,993
1950,M,MN,Michael,1680
1916,F,WY,Mary,95
1928,M,KY,James,1932
1921,M,NC,James,2925
1950,M,MI,Robert,4009
1921,M,ND,John,296
1984,F,CO,Jessica,725
1921,M,NE,Robert,796
1916,F,WV,Mary,1120
1984,F,CT,Jennifer,649
1950,M,ME,Robert,484
1921,M,NH,Robert,249
1920,F,VA,Mary,2046
1930,F,MO,Mary,1990
1930,F,MN,Mary,930
1957,M,PA,John,6445
1921,M,DC,William,283
1927,F,MA,Mary,2260
2014,F,GA,Olivia,594
1921,M,DE,William,155
1973,F,LA,Jennifer,771
1984,F,AZ,Jennifer,671
1927,F,MD,Mary,1200
1930,F,MI,Mary,2291
1950,M,SC,James,2107
1927,F,ME,Mary,261
1950,M,SD,David,403
1930,F,ME,Mary,213
1930,F,MD,Mary,1043
1930,F,MA,Mary,1959
1971,M,FL,Michael,2550
2001,M,KY,Jacob,711
1957,M,OR,David,804
2001,M,KS,Jacob,343
1930,F,MT,Mary,208
1930,F,MS,Mary,1662
1973,F,ME,Jennifer,372
1927,F,NC,Mary,2967
1920,F,OK,Mary,1313
1978,M,CT,Michael,994
1927,F,ND,Mary,238
1921,M,CA,Robert,1874
1973,F,MD,Jennifer,1077
1930,F,NM,Mary,389
1928,M,AZ,John,176
1973,F,MA,Jennifer,1928
1927,F,NH,Mary,136
1927,F,NE,Betty,601
1930,F,NJ,Mary,1388
1920,F,OR,Dorothy,274
1930,F,NH,Barbara,132
1973,F,MN,Jennifer,1372
1930,F,NE,Betty,541
1973,F,MI,Jennifer,3242
1930,F,ND,Betty,237
1930,F,NC,Mary,2483
1920,F,OH,Mary,4232
1921,M,CO,Robert,582
1927,F,MS,Mary,1840
1978,M,CA,Michael,6491
1973,F,MS,Jennifer,591
1973,F,MT,Jennifer,220
1928,M,AK,John,28
1921,M,CT,John,1044
1920,F,PA,Mary,7651
1973,F,MO,Jennifer,1437
1927,F,MT,Mary,201
1930,F,NY,Mary,4854
1984,F,AL,Ashley,816
2014,F,FL,Isabella,1459
1984,F,AK,Jessica,157
1928,M,AL,James,2591
1930,F,NV,Betty,32
1927,F,MI,Mary,2156
1928,M,AR,James,1281
1978,M,CO,Michael,803
1927,F,MN,Mary,913
2003,F,RI,Emily,114
1927,F,MO,Mary,2315
1984,F,AR,Jennifer,481
2003,F,OR,Emma,290
2001,M,IL,Michael,1448
1927,F,OH,Mary,4026
1957,M,NC,James,2765
1930,F,OK,Betty,1461
1957,M,ND,David,309
1971,M,DC,Michael,538
1957,M,NE,Michael,737
2001,M,ID,Jacob,180
1930,F,OH,Mary,3585
1971,M,DE,Michael,275
2001,M,IA,Jacob,433
1927,F,NY,Mary,5094
1957,M,NH,Michael,354
1920,F,RI,Mary,452
1957,M,NJ,Robert,3475
1930,F,PA,Mary,5186
1957,M,MN,David,1938
1957,M,MO,Michael,2220
1920,F,SC,Mary,1615
1920,F,SD,Dorothy,282
1957,M,MS,James,1615
1927,F,NV,Mary,34
1957,M,MT,David,338
2003,F,OK,Emily,311
1927,F,NJ,Mary,1567
1927,F,NM,Mary,394
2003,F,OH,Emma,1177
2001,M,IN,Jacob,941
1930,F,OR,Betty,272
1978,M,AR,Jason,594
1950,M,RI,Robert,551
2001,M,HI,Joshua,108
1971,M,CA,Michael,6825
1978,M,AZ,Michael,827
1957,M,OH,Michael,5441
1927,F,PA,Mary,6228
2014,F,CT,Olivia,256
1957,M,OK,David,998
1921,M,AK,John,35
1921,M,AL,James,2379
1973,F,KS,Jennifer,634
1957,M,NM,Michael,517
1927,F,OR,Betty,325
1921,M,AR,James,1335
1971,M,CO,Michael,837
2003,F,PA,Emily,1137
1957,M,NV,Michael,145
1971,M,CT,Michael,1142
1973,F,KY,Jennifer,1019
1927,F,OK,Mary,1502
1957,M,NY,Michael,9115
1921,M,AZ,John,149
2014,F,DE,Sophia,70
1978,M,AK,Michael,149
1978,M,AL,James,962
2014,F,DC,Elizabeth,51
2014,F,CA,Sophia,3162
1971,M,AZ,Michael,762
2003,F,UT,Emma,391
1950,M,WI,James,2136
1921,M,HI,John,99
1927,F,IA,Mary,1170
1930,F,ID,Betty,200
2001,M,GA,William,1120
2003,F,VA,Emily,671
1920,F,LA,Mary,1301
1930,F,IA,Mary,1140
1957,M,TN,James,2221
1950,M,WA,Michael,1393
2014,F,CO,Olivia,341
1944,F,AR,Mary,1114
1950,M,VT,David,213
1944,F,AK,Mary,42
1927,F,HI,Helen,102
1921,M,IA,Robert,1592
1944,F,AL,Mary,2079
1930,F,IN,Mary,1884
1921,M,ID,Robert,253
1930,F,IL,Mary,3444
2014,F,AZ,Sophia,482
1944,F,AZ,Mary,383
2014,F,AR,Emma,220
2003,F,WA,Emma,555
1927,F,IN,Mary,2186
1927,F,IL,Mary,3575
1920,F,KY,Mary,2338
1971,M,AK,John,136
1971,M,AL,Michael,1361
1950,M,WY,John,165
1957,M,TX,David,4506
1950,M,WV,James,1435
1971,M,AR,Michael,708
1927,F,ID,Betty,209
2003,F,VT,Emma,57
2001,M,FL,Michael,1671
1920,F,KS,Mary,890
1920,F,NJ,Mary,1885
1973,F,ND,Jennifer,213
1973,F,NE,Jennifer,583
1920,F,NM,Mary,307
1973,F,NC,Jennifer,1295
1957,M,RI,Robert,618
1928,M,CA,Robert,2385
1920,F,NC,Mary,2675
1921,M,FL,James,804
1920,F,ND,Helen,233
1920,F,NE,Dorothy,587
1973,F,NM,Jennifer,300
1973,F,NJ,Jennifer,2109
1920,F,NH,Mary,156
1973,F,NH,Jennifer,324
1973,F,NV,Jennifer,187
1950,M,TX,James,4179
2014,F,AL,Ava,290
2014,F,AK,Emma,50
1930,F,KY,Mary,2001
2003,F,SC,Madison,341
2003,F,SD,Emma,88
1930,F,KS,Mary,860
1920,F,NV,Mary,28
1950,M,TN,James,2837
1921,M,GA,James,2619
1920,F,NY,Mary,5296
1973,F,NY,Jennifer,4957
1927,F,LA,Mary,1379
1920,F,MI,Mary,1809
1973,F,OH,Jennifer,3544
1957,M,SC,James,1777
2003,F,TX,Emily,2322
1957,M,SD,Michael,340
2001,M,DE,Michael,107
2001,M,DC,Michael,108
1920,F,MN,Dorothy,889
1920,F,MO,Mary,2022
1920,F,MA,Mary,2971
1927,F,KY,Mary,2352
1920,F,MD,Mary,1208
1928,M,DE,William,148
1920,F,ME,Mary,311
1973,F,OK,Jennifer,649
1930,F,LA,Mary,1198
1950,M,VA,James,2351
1928,M,DC,William,265
1927,F,KS,Mary,987
1973,F,OR,Jennifer,685
1973,F,PA,Jennifer,3831
1950,M,UT,David,423
1920,F,MS,Mary,1556
1928,M,CO,Robert,542
1920,F,MT,Mary,311
1928,M,CT,John,947
2003,F,TN,Madison,665
1962,F,NJ,Lisa,1789
2011,F,UT,Olivia,238
1968,M,MT,Michael,257
1962,F,NH,Lisa,185
1930,F,UT,Betty,171
1962,F,NM,Mary,285
1968,M,MO,Michael,1876
1962,F,NC,Lisa,1216
1968,M,MN,Michael,1578
1917,M,CA,John,1066
1968,M,MS,James,989
1962,F,NE,Lori,350
2011,F,VA,Sophia,510
1962,F,ND,Lori,197
1968,M,NH,Michael,330
1912,F,MA,Mary,1636
1952,F,AK,Linda,90
1962,F,NY,Lisa,4041
1968,M,NE,Michael,623
1992,M,AL,Christopher,747
1992,M,AK,Michael,159
1968,M,NJ,Michael,3014
1930,F,VA,Mary,1658
1992,M,AR,Christopher,375
1952,F,AR,Linda,958
1927,F,DE,Mary,120
1968,M,ND,Michael,215
1952,F,AL,Mary,1720
1968,M,NC,James,1994
1962,F,NV,Lisa,91
1927,F,DC,Mary,348
1917,M,AZ,John,131
1970,F,IA,Jennifer,770
1962,F,MI,Mary,2106
1952,F,AZ,Mary,472
2011,F,VT,Emma,39
1970,F,ID,Jennifer,141
1962,F,MN,Mary,1242
1930,F,VT,Mary,126
1962,F,MA,Lisa,1714
1962,F,ME,Lisa,307
2001,M,RI,Michael,140
1962,F,MD,Mary,815
2011,F,WA,Sophia,443
1917,M,AK,John,26
1930,F,WI,Mary,1128
1912,F,LA,Mary,658
1968,M,ME,Michael,422
2001,M,SC,William,533
1968,M,MD,Michael,1467
2001,M,SD,Jacob,93
1968,M,MI,Michael,4081
1930,F,WA,Betty,408
1917,M,AR,James,985
1912,F,KY,Mary,984
1962,F,MO,Mary,1133
1970,F,IL,Jennifer,2729
1912,F,KS,Mary,369
1970,F,IN,Jennifer,1359
1968,M,MA,Michael,2902
1962,F,MT,Lisa,149
1917,M,AL,James,1698
1962,F,MS,Mary,817
1930,F,WY,Mary,109
1968,M,KS,Michael,791
1930,F,WV,Betty,1275
1968,M,KY,James,1348
1912,F,NM,Mary,155
1927,F,GA,Mary,2354
1912,F,NJ,Mary,1024
1912,F,NE,Helen,257
1928,M,WY,Robert,111
1970,F,LA,Angela,601
1928,M,WV,James,1203
1912,F,NH,Mary,95
1927,F,FL,Mary,1042
2011,F,SD,Ava,73
2011,F,SC,Madison,250
1928,M,WA,Robert,680
